item_name,current_price,old_price_element,item_discount_element,item_link
Universal 14/15/17 inch DIY Laptop Decal Sticker Laptop Skin Cover for HP/Acer/Dell/ASUS/ /Xiaomi/macbook air Notebook,3226.0,5476.0,41.0,/generic-universal-141517-inch-diy-laptop-decal-sticker-laptop-skin-cover-for-hpacerdellasus-xiaomimacbook-air-notebook-193248542.html
Big Size Women's Slipper Flat Loafers Casual Sandals,1810.0,3022.0,40.0,/generic-big-size-womens-slipper-flat-loafers-casual-sandals-191833479.html
STARTRC Portable Storage Bag For Gimabal Kit Waterproof,5640.0,10720.0,47.0,/generic-startrc-portable-storage-bag-for-gimabal-kit-waterproof-192579229.html
Case for Asus ZenBook 14X OLED UX5400 UX5401 UX3402Z Laptop Notebook Detachable Sleeve 14 Pu Cover Bag Protective Shell,7563.0,13024.0,42.0,/generic-case-for-asus-zenbook-14x-oled-ux5400-ux5401-ux3402z-laptop-notebook-detachable-sleeve-14-pu-cover-bag-protective-shell-193244838.html
407 YAZOLE Men Fashion Business Leather Band Quartz Wrist Watch(Brown + White),1628.0,2705.0,40.0,/generic-407-yazole-men-fashion-business-leather-band-quartz-wrist-watchbrown-white-202218513.html
3D Metal NISMO Logo Car Rear Trunk Badge Emblem Sticker Decals for Nissan Tiida Teana Qashqai Almera Juke X il,3241.0,5476.0,41.0,/generic-3d-metal-nismo-logo-car-rear-trunk-badge-emblem-sticker-decals-for-nissan-tiida-teana-qashqai-almera-juke-x-il-192441749.html
Fashion Luxury Women Gold Watch  Ladies Quartz Diamond Wristwatch Elegant Female let Watches Women Ladies Reloj Mujer,4341.0,7460.0,42.0,/fashion-luxury-women-gold-watch-ladies-quartz-diamond-wristwatch-elegant-female-let-watches-women-ladies-reloj-mujer-208760772.html
"Brand Laptop Bag 12,13.3,14,15.4,15.6 Inch Shockproof Lady Man Handbag Case For MacBook Air Pro M1 2 Women Briefcase PC",5224.0,8880.0,41.0,/generic-brand-laptop-bag-1213.31415.415.6-inch-shockproof-lady-man-handbag-case-for-macbook-air-pro-m1-2-women-briefcase-pc-193249861.html
Remote Control Crawler Rubber Car Green Tires 120*72*69mm,6920.0,13150.0,47.0,/generic-remote-control-crawler-rubber-car-green-tires-1207269mm-192550804.html
"Galaxy Z Fold4 Leather Case, Vintage Flip Wallet Card Slots Magnetic Closure Stand Cover For Samsung Galaxy Z Fold 4 5G",1750.0,3446.0,49.0,/generic-galaxy-z-fold4-leather-case-vintage-flip-wallet-card-slots-magnetic-closure-stand-cover-for-samsung-galaxy-z-fold-4-5g-208741424.html
Solid Color Faux Leather Sheets Cross Textured Synthetic Leather Fabric Roll for DIY Earrings Hair Bows Handbags Crafts,4795.0,8140.0,41.0,/generic-solid-color-faux-leather-sheets-cross-textured-synthetic-leather-fabric-roll-for-diy-earrings-hair-bows-handbags-crafts-192282402.html
Waterproof Marble Vinyl Film S Adhesive Wallpaper for Bathroom Kitchen Cupboard Countertops Contact Paper Home Decor Stickers,7074.0,12136.0,42.0,/generic-waterproof-marble-vinyl-film-s-adhesive-wallpaper-for-bathroom-kitchen-cupboard-countertops-contact-paper-home-decor-stickers-192777631.html
"External hard drive USB 3.0, SSD, hard drive solid state",5266.0,6450.0,18.0,/generic-external-hard-drive-usb-3.0-ssd-hard-drive-solid-state-192190657.html
Starry Sky Projector Lamp LED Night Light with Remote Control 21 Colors Adjustable,4174.0,7400.0,44.0,/generic-starry-sky-projector-lamp-led-night-light-with-remote-control-21-colors-adjustable-191803396.html
Belly Dance Chiffon Shawl Scarf Sequins Indian Dancing Veil Black,1628.0,2504.0,35.0,/generic-belly-dance-chiffon-shawl-scarf-sequins-indian-dancing-veil-black-191754331.html
Mini Desktop Vacuum Cleaner Portable Cordless Table Dust,2115.0,4230.0,50.0,/generic-mini-desktop-vacuum-cleaner-portable-cordless-table-dust-192272198.html
Cycling Skateboard Helmet Roller Skating BalanceBike Helmet,1798.0,2337.0,23.0,/generic-cycling-skateboard-helmet-roller-skating-balancebike-helmet-192457974.html
Half High Collar Sleeveless Vest Sweater,11966.0,13295.0,10.0,/generic-half-high-collar-sleeveless-vest-sweater-192057709.html
Retrod Pocket 2S Grp 3.5nch Touch Screen Game Player Waterproof Orgnal Retrod Pocket Case of 2S Carry Bag,4884.0,8288.0,41.0,/generic-retrod-pocket-2s-grp-3.5nch-touch-screen-game-player-waterproof-orgnal-retrod-pocket-case-of-2s-carry-bag-192900523.html
LED Bike Motorcycle Bicycle Car Motor Wheel Flash Light,740.0,1181.0,37.0,/generic-led-bike-motorcycle-bicycle-car-motor-wheel-flash-light-191789096.html
For Subaru Impreza 2007 2008 2009 2010 2011 Front Headlight Washer Nozzle Water Spray Jet Cap 86636FG030 86636FG020,3922.0,6660.0,41.0,/generic-for-subaru-impreza-2007-2008-2009-2010-2011-front-headlight-washer-nozzle-water-spray-jet-cap-86636fg030-86636fg020-192445728.html
4xWholesale Lot 10pcs Split Flat Key Rings 32mm Silver,1036.0,1705.0,39.0,/generic-4xwholesale-lot-10pcs-split-flat-key-rings-32mm-silver-191933163.html
Fashion Men's Dress Oxford Shoes Classic Loafers Slip On Formal Cap Toe Shoes,4940.0,9880.0,50.0,/fashion-mens-dress-oxford-shoes-classic-loafers-slip-on-formal-cap-toe-shoes-192048580.html
New Men's Jacket Autumn Winter Coat,2183.0,3644.0,40.0,/generic-new-mens-jacket-autumn-winter-coat-191756554.html
Laptop Case For HP 15-BS 15-BW 15-RA 15-RB 250 G6 255 G6 LCD Back Cover Front Bezel Hinges Palmrest Bottom Case Top Housing,21475.0,37000.0,42.0,/generic-laptop-case-for-hp-15-bs-15-bw-15-ra-15-rb-250-g6-255-g6-lcd-back-cover-front-bezel-hinges-palmrest-bottom-case-top-housing-193238862.html
Laptop external high-speed hard disk USB 3.0 SSD laptop,6617.0,7801.0,15.0,/generic-laptop-external-high-speed-hard-disk-usb-3.0-ssd-laptop-192190571.html
Cute Cartoon Soft Thumb Stick Cap Protective Cover For Nintendo Switch NS Lite Oled Joy-con Controller Thumbstick Case,2516.0,4292.0,41.0,/generic-cute-cartoon-soft-thumb-stick-cap-protective-cover-for-nintendo-switch-ns-lite-oled-joy-con-controller-thumbstick-case-192758968.html
Auto Car Temporary Parking Card Vehicle Interior Hidden Phone Gold,888.0,1436.0,38.0,/generic-auto-car-temporary-parking-card-vehicle-interior-hidden-phone-gold-191941079.html
Cooling Shawl  Summer Anti  Green,740.0,1181.0,37.0,/generic-cooling-shawl-summer-anti-green-191820128.html
Mandala Flower Embossed PU Case For Nokia XR 20,699.0,998.0,30.0,/generic-mandala-flower-embossed-pu-case-for-nokia-xr-20-192077093.html
Laptop  Bags Case Female Notebook Sleeve Bag 10 12 13 14 15 17 15.6 13 Tablet Pouch For Huawei Xiaomi Honor Xpro Funda,5298.0,9028.0,41.0,/generic-laptop-bags-case-female-notebook-sleeve-bag-10-12-13-14-15-17-15.6-13-tablet-pouch-for-huawei-xiaomi-honor-xpro-funda-193276484.html
Arcade Game RGB/CGA/EGA/YUV To VGA HD Video Converter Board HD9800/GB200,5032.0,8436.0,40.0,/generic-arcade-game-rgbcgaegayuv-to-vga-hd-video-converter-board-hd9800gb200-191830039.html
M8 Video Game Console 64G 2.4G Double Wireless Controller Game Stick 4K 20000+ Games 64GB Retro Games Dropshipping,10804.0,18500.0,42.0,/generic-m8-video-game-console-64g-2.4g-double-wireless-controller-game-stick-4k-20000-games-64gb-retro-games-dropshipping-191829185.html
ll design For X BOX ONE X console sticker for X BOX ONE X vinyl sticker for xbox one X skin sticker-,3700.0,6364.0,42.0,/generic-ll-design-for-x-box-one-x-console-sticker-for-x-box-one-x-vinyl-sticker-for-xbox-one-x-skin-sticker-192777436.html
Mini Thermal Printer Multifunction Portable Sticker Maker,3470.0,6590.0,47.0,/generic-mini-thermal-printer-multifunction-portable-sticker-maker-192548062.html
Household Mosquito Killing Lamp Electric Mosquito  Killer,1470.0,2940.0,50.0,/generic-household-mosquito-killing-lamp-electric-mosquito-killer-192056245.html
Fashion Polarized Sungles Cycling Gole Men's Women Outdoor Gles Riding Eyewear Goles Equipment Bike Cycling Sungles,2990.0,5032.0,41.0,/fashion-polarized-sungles-cycling-gole-mens-women-outdoor-gles-riding-eyewear-goles-equipment-bike-cycling-sungles-192066684.html
For 18 In1 Symphony Strip Car accessories RBG 64 color car Ambient Interior Acrylic Strip Guide Fiber Optic car Interior light,7948.0,13616.0,42.0,/generic-for-18-in1-symphony-strip-car-accessories-rbg-64-color-car-ambient-interior-acrylic-strip-guide-fiber-optic-car-interior-light-192350605.html
5D DIY Full Drill   Embroidery,592.0,984.0,40.0,/generic-5d-diy-full-drill-embroidery-192381107.html
Car Styling Metal SPORT Letters Logo Emblem Car Rear Trunk Badge Sticker Decal For Land Range Rover SV Autobiography Discovery,3389.0,5772.0,41.0,/generic-car-styling-metal-sport-letters-logo-emblem-car-rear-trunk-badge-sticker-decal-for-land-range-rover-sv-autobiography-discovery-192431785.html
Glossy Black Letters GLE320 GLE350e GLE400 GLE250d GLE500e 4Matic ABS Emblem for Mercedes Benz W166 Car Trunk Logo Sticker,4603.0,7844.0,41.0,/generic-glossy-black-letters-gle320-gle350e-gle400-gle250d-gle500e-4matic-abs-emblem-for-mercedes-benz-w166-car-trunk-logo-sticker-192434228.html
Laptop LCD Back Cover/Hinges/Front Bezel/Palmrest/Bottom Case/Rubber For HP Pavilion 15-CW 15-CS TPN-Q208 Topcase L28379-001,22348.0,38480.0,42.0,/generic-laptop-lcd-back-coverhingesfront-bezelpalmrestbottom-caserubber-for-hp-pavilion-15-cw-15-cs-tpn-q208-topcase-l28379-001-193250200.html
Compression Sack For Sleeping Bag Storage Sack Small 5-35L,842.0,1095.0,23.0,/generic-compression-sack-for-sleeping-bag-storage-sack-small-5-35l-192455832.html
Pneumatic Watering Can Disinfection Pressure Pot Gardening Household Watering Can Garden Pot Large Capacity Watering Spray Pot,3404.0,4144.0,18.0,/generic-pneumatic-watering-can-disinfection-pressure-pot-gardening-household-watering-can-garden-pot-large-capacity-watering-spray-pot-192035892.html
Smart Reusable Notebook Lined Erasable Paper Erase Note B5,2118.0,2967.0,29.0,/generic-smart-reusable-notebook-lined-erasable-paper-erase-note-b5-192740143.html
Car Styling Refitting Sticker Black Red Chrome 3D Sharp Font Letters V8 V12 Emblem Badge for Mercedes Benz AMG Fender Side Logo,3360.0,5772.0,42.0,/generic-car-styling-refitting-sticker-black-red-chrome-3d-sharp-font-letters-v8-v12-emblem-badge-for-mercedes-benz-amg-fender-side-logo-192434165.html
Glossy Black Letters C180 C200 C250 C300 C400 C220d C250d 4Matic ABS Emblem for Mercedes Benz W205 Car Trunk Logo Sticker,2664.0,4440.0,40.0,/generic-glossy-black-letters-c180-c200-c250-c300-c400-c220d-c250d-4matic-abs-emblem-for-mercedes-benz-w205-car-trunk-logo-sticker-192429971.html
2Pcs For Honda Mugen Car Front Hood Ornaments Bonnet Metal Decoration Logo An Wings Stickers fit Type R FK8,6260.0,10656.0,41.0,/generic-2pcs-for-honda-mugen-car-front-hood-ornaments-bonnet-metal-decoration-logo-an-wings-stickers-fit-type-r-fk8-192428053.html
Laptop Case Bag for Macbook Air Pro 13.3 14 15 Xiaomi Sleeve 15.6 Notebook Bag Dell Huawei HP Business Women Handbag Briefcase,5446.0,9324.0,42.0,/generic-laptop-case-bag-for-macbook-air-pro-13.3-14-15-xiaomi-sleeve-15.6-notebook-bag-dell-huawei-hp-business-women-handbag-briefcase-193260462.html
Waterproof Laptop Bag Cover 11 12 13.3 14 15 15.6 inch Notebook Case Bag For Macbook Air Pro HP Acer Xiaomi Asus Lenovo Sleeve,4085.0,6956.0,41.0,/generic-waterproof-laptop-bag-cover-11-12-13.3-14-15-15.6-inch-notebook-case-bag-for-macbook-air-pro-hp-acer-xiaomi-asus-lenovo-sleeve-193255781.html
Fashion Polarized Sungles Men Clip On Sungles Eyewear Accessories Pochromic Driving Goles Women Cat Eye Gles UV400,2930.0,5032.0,42.0,/fashion-polarized-sungles-men-clip-on-sungles-eyewear-accessories-pochromic-driving-goles-women-cat-eye-gles-uv400-192096710.html
Chrome Glossy Black Emblem for Mercedes Benz V6 BITURBO_4matic+ Car Styling Fender Badge Double Turbo Sticker,4854.0,8288.0,41.0,/generic-chrome-glossy-black-emblem-for-mercedes-benz-v6-biturbo4matic-car-styling-fender-badge-double-turbo-sticker-192440343.html
A/C Condenser Radiator Cooling Fan Motor for Honda FIT CIVI,4724.0,9077.0,48.0,/generic-ac-condenser-radiator-cooling-fan-motor-for-honda-fit-civi-192201325.html
Laptop Bag For MacBook Air 13 15 Pro 14 Dell Lenovo HP Asus Acer 13.3 15 17.3 Inch Men Women Messenger Handbag Briefcase Sleeve,8436.0,14504.0,42.0,/generic-laptop-bag-for-macbook-air-13-15-pro-14-dell-lenovo-hp-asus-acer-13.3-15-17.3-inch-men-women-messenger-handbag-briefcase-sleeve-193264800.html
1Set Portable Children Pocket Watercolor Coloring Book with and Brush Graffiti Coloring Book Set DIY ing Bookmark Art,3256.0,5476.0,41.0,/generic-1set-portable-children-pocket-watercolor-coloring-book-with-and-brush-graffiti-coloring-book-set-diy-ing-bookmark-art-198511523.html
"Stepped Acrylic Stands, Display Riser Clear Display Shelf, Four-tiers",3108.0,5065.0,39.0,/generic-stepped-acrylic-stands-display-riser-clear-display-shelf-four-tiers-191935735.html
Laptop Sleeve for Macbook Air 13 case M1 M2 A2681 A2179 A2338 mac book pro 14 A2779 A2442 Funda Cover Dell Huawei 13.3,5728.0,9768.0,41.0,/generic-laptop-sleeve-for-macbook-air-13-case-m1-m2-a2681-a2179-a2338-mac-book-pro-14-a2779-a2442-funda-cover-dell-huawei-13.3-193244662.html
For Dell G3 3590 G3 3500 P89F LCD Rear Lid Back Top Cover Front Bezel Palmrest Upper Bottom Base Case Housing Hinges Black White,7045.0,11988.0,41.0,/generic-for-dell-g3-3590-g3-3500-p89f-lcd-rear-lid-back-top-cover-front-bezel-palmrest-upper-bottom-base-case-housing-hinges-black-white-193272204.html
1 Pair Summer  Outdoor Golf Basketball  Grsy,740.0,1181.0,37.0,/generic-1-pair-summer-outdoor-golf-basketball-grsy-191818936.html
2pcs Pillar Candle Molds Round Stripe Cylinder Rib  Candle Making,2220.0,3552.0,38.0,/generic-2pcs-pillar-candle-molds-round-stripe-cylinder-rib-candle-making-192290211.html
Car Seat Crevice Storage Box Red Suede Co-pilot,2099.0,2998.0,30.0,/generic-car-seat-crevice-storage-box-red-suede-co-pilot-192513244.html
Chrome Letters E200 E260 E300 E400 E220d E350e E300de 4Matic ABS Emblem for Mercedes Benz W212 W213 Car Trunk Logo Sticker,4514.0,7696.0,41.0,/generic-chrome-letters-e200-e260-e300-e400-e220d-e350e-e300de-4matic-abs-emblem-for-mercedes-benz-w212-w213-car-trunk-logo-sticker-192430779.html
For 18 In1 Symphony Strip Car accessories RBG 64 color car Ambient Interior Acrylic Strip Guide Fiber Optic car Interior light,7948.0,13616.0,42.0,/generic-for-18-in1-symphony-strip-car-accessories-rbg-64-color-car-ambient-interior-acrylic-strip-guide-fiber-optic-car-interior-light-192350605.html
5D DIY Full Drill   Embroidery,592.0,984.0,40.0,/generic-5d-diy-full-drill-embroidery-192381107.html
Car Styling Metal SPORT Letters Logo Emblem Car Rear Trunk Badge Sticker Decal For Land Range Rover SV Autobiography Discovery,3389.0,5772.0,41.0,/generic-car-styling-metal-sport-letters-logo-emblem-car-rear-trunk-badge-sticker-decal-for-land-range-rover-sv-autobiography-discovery-192431785.html
Glossy Black Letters GLE320 GLE350e GLE400 GLE250d GLE500e 4Matic ABS Emblem for Mercedes Benz W166 Car Trunk Logo Sticker,4603.0,7844.0,41.0,/generic-glossy-black-letters-gle320-gle350e-gle400-gle250d-gle500e-4matic-abs-emblem-for-mercedes-benz-w166-car-trunk-logo-sticker-192434228.html
Laptop LCD Back Cover/Hinges/Front Bezel/Palmrest/Bottom Case/Rubber For HP Pavilion 15-CW 15-CS TPN-Q208 Topcase L28379-001,22348.0,38480.0,42.0,/generic-laptop-lcd-back-coverhingesfront-bezelpalmrestbottom-caserubber-for-hp-pavilion-15-cw-15-cs-tpn-q208-topcase-l28379-001-193250200.html
Compression Sack For Sleeping Bag Storage Sack Small 5-35L,842.0,1095.0,23.0,/generic-compression-sack-for-sleeping-bag-storage-sack-small-5-35l-192455832.html
Pneumatic Watering Can Disinfection Pressure Pot Gardening Household Watering Can Garden Pot Large Capacity Watering Spray Pot,3404.0,4144.0,18.0,/generic-pneumatic-watering-can-disinfection-pressure-pot-gardening-household-watering-can-garden-pot-large-capacity-watering-spray-pot-192035892.html
Smart Reusable Notebook Lined Erasable Paper Erase Note B5,2118.0,2967.0,29.0,/generic-smart-reusable-notebook-lined-erasable-paper-erase-note-b5-192740143.html
Car Styling Refitting Sticker Black Red Chrome 3D Sharp Font Letters V8 V12 Emblem Badge for Mercedes Benz AMG Fender Side Logo,3360.0,5772.0,42.0,/generic-car-styling-refitting-sticker-black-red-chrome-3d-sharp-font-letters-v8-v12-emblem-badge-for-mercedes-benz-amg-fender-side-logo-192434165.html
Glossy Black Letters C180 C200 C250 C300 C400 C220d C250d 4Matic ABS Emblem for Mercedes Benz W205 Car Trunk Logo Sticker,2664.0,4440.0,40.0,/generic-glossy-black-letters-c180-c200-c250-c300-c400-c220d-c250d-4matic-abs-emblem-for-mercedes-benz-w205-car-trunk-logo-sticker-192429971.html
2Pcs For Honda Mugen Car Front Hood Ornaments Bonnet Metal Decoration Logo An Wings Stickers fit Type R FK8,6260.0,10656.0,41.0,/generic-2pcs-for-honda-mugen-car-front-hood-ornaments-bonnet-metal-decoration-logo-an-wings-stickers-fit-type-r-fk8-192428053.html
Laptop Case Bag for Macbook Air Pro 13.3 14 15 Xiaomi Sleeve 15.6 Notebook Bag Dell Huawei HP Business Women Handbag Briefcase,5446.0,9324.0,42.0,/generic-laptop-case-bag-for-macbook-air-pro-13.3-14-15-xiaomi-sleeve-15.6-notebook-bag-dell-huawei-hp-business-women-handbag-briefcase-193260462.html
Waterproof Laptop Bag Cover 11 12 13.3 14 15 15.6 inch Notebook Case Bag For Macbook Air Pro HP Acer Xiaomi Asus Lenovo Sleeve,4085.0,6956.0,41.0,/generic-waterproof-laptop-bag-cover-11-12-13.3-14-15-15.6-inch-notebook-case-bag-for-macbook-air-pro-hp-acer-xiaomi-asus-lenovo-sleeve-193255781.html
Fashion Polarized Sungles Men Clip On Sungles Eyewear Accessories Pochromic Driving Goles Women Cat Eye Gles UV400,2930.0,5032.0,42.0,/fashion-polarized-sungles-men-clip-on-sungles-eyewear-accessories-pochromic-driving-goles-women-cat-eye-gles-uv400-192096710.html
Chrome Glossy Black Emblem for Mercedes Benz V6 BITURBO_4matic+ Car Styling Fender Badge Double Turbo Sticker,4854.0,8288.0,41.0,/generic-chrome-glossy-black-emblem-for-mercedes-benz-v6-biturbo4matic-car-styling-fender-badge-double-turbo-sticker-192440343.html
A/C Condenser Radiator Cooling Fan Motor for Honda FIT CIVI,4724.0,9077.0,48.0,/generic-ac-condenser-radiator-cooling-fan-motor-for-honda-fit-civi-192201325.html
Laptop Bag For MacBook Air 13 15 Pro 14 Dell Lenovo HP Asus Acer 13.3 15 17.3 Inch Men Women Messenger Handbag Briefcase Sleeve,8436.0,14504.0,42.0,/generic-laptop-bag-for-macbook-air-13-15-pro-14-dell-lenovo-hp-asus-acer-13.3-15-17.3-inch-men-women-messenger-handbag-briefcase-sleeve-193264800.html
1Set Portable Children Pocket Watercolor Coloring Book with and Brush Graffiti Coloring Book Set DIY ing Bookmark Art,3256.0,5476.0,41.0,/generic-1set-portable-children-pocket-watercolor-coloring-book-with-and-brush-graffiti-coloring-book-set-diy-ing-bookmark-art-198511523.html
"Stepped Acrylic Stands, Display Riser Clear Display Shelf, Four-tiers",3108.0,5065.0,39.0,/generic-stepped-acrylic-stands-display-riser-clear-display-shelf-four-tiers-191935735.html
Laptop Sleeve for Macbook Air 13 case M1 M2 A2681 A2179 A2338 mac book pro 14 A2779 A2442 Funda Cover Dell Huawei 13.3,5728.0,9768.0,41.0,/generic-laptop-sleeve-for-macbook-air-13-case-m1-m2-a2681-a2179-a2338-mac-book-pro-14-a2779-a2442-funda-cover-dell-huawei-13.3-193244662.html
